Author,Title,Sourcetitle,Volume,Issue,Pagestart,Pageend
"Vangeepuram, N.; Galvez, M.P.; Teitelbaum, S.L.; Brenner, B.; Wolff, M.S.",The Association between parental perception of neighborhood safety and Asthma diagnosis in ethnic minority Urban children,Journal of Urban Health,89,5,758,768
"Sokol, R.L.; Kumodzi, T.; Cunningham, R.M.; Resnicow, K.; Steiger, M.; Walton, M.; Zimmerman, M.A.; Carter, P.M.","The association between perceived community violence, police bias, race, and firearm carriage among urban adolescents and young adults",Preventive Medicine,154,,,
"Gabriel, A.C.; Bell, C.; Bowie, J.V.; Hines, A.L.; LaVeist-Ramos, T.A.; Thorpe, R.J.","The Association between Perceived Racial Discrimination and Hypertension in a Low-Income, Racially Integrated Urban Community",Family and Community Health,43,2,93,99
"Lin, Huiyu","The association between population and land use - land cover change in a shrinking post-industrial area: A case study of Binghamton, NY",Dissertations & Theses,,,,
"Arnold, N.S.; Noren Hooten, N.; Zhang, Y.; Lehrmann, E.; Wood, W.; Nunez, W.C.; Thorpe, R.J.; Evans, M.K.; Dluzen, D.F.",The association between poverty and gene expression within peripheral blood mononuclear cells in a diverse Baltimore City cohort,PLOS ONE,15,9,,
"Black, A.K.; Kahn, A.E.; Lamy, C.; Warman, R.; Barengo, N.C.",The association between race and age of diagnosis of retinoblastoma in United States children,Journal of AAPOS,28,1,,
"Peters, N.; Rose, A.; Armstrong, K.",The association between race and attitudes about predictive genetic testing,Cancer Epidemiology Biomarkers and Prevention,13,3,361,365
"Phillips, Kayla BreAnne","The Association Between Race Based Traumatic Stress Symptoms, Academic Self-Efficacy, and Social Support in Black University Students",Dissertations & Theses,,,,
"Shelton, R.C.; Puleo, E.; Bennett, G.G.; McNeill, L.H.; Sorensen, G.; Emmons, K.M.",The association between racial and gender discrimination and body mass index among residents living in lower-income housing,Ethnicity and Disease,19,3,251,257
"Mussi, N.; Haque, W.; Robertson, D.M.",The association between risk factors for metabolic syndrome and meibomian gland disease in a dry eye cohort,Clinical Ophthalmology,15,,3821,3832
"Bogulski, C.A.; Pro, G.; Acharya, M.; Ali, M.M.; Brown, C.C.; Hayes, C.J.; Eswaran, H.","The association between rurality, dual Medicare/Medicaid eligibility and chronic conditions with telehealth utilization: An analysis of 2019–2020 national Medicare claims",Journal of Telemedicine and Telecare,31,6,842,852
"Kassabian, M.; Olowolaju, S.; Akinlotan, M.A.; Lichorad, A.; Pope, R.; Williamson, B.; Horel, S.; Bolin, J.N.","The association between rurality, sociodemographic characteristics, and mammogram screening outcomes among a sample of low-income uninsured women",Preventive Medicine Reports,24,,,
"Sharif, M.Z.; Rizzo, S.; Marino, E.; Belin, T.R.; Glik, D.C.; Kuo, A.A.; Ortega, A.N.; Prelip, M.L.",The association between self-rated eating habits and dietary behavior in two Latino neighborhoods: Findings from Proyecto MercadoFRESCO,Preventive Medicine Reports,3,,270,275
"Ryan, A.M.; Gee, G.C.; Laflamme, D.F.","The association between self-reported discrimination, physical health and blood pressure: Findings from African Americans, Black immigrants, and Latino immigrants in New Hampshire",Journal of Health Care for the Poor and Underserved,17,2 SUPPL.,116,132
"Cudjoe, L.N.E.A.; Canner, J.K.; Lawson, S.M.; Vaught, A.J.",The association between severe maternal morbidity and mortality and race/ethnicity with community type in Maryland,Women's Health,19,,,
"Silverberg, E.L.; Sterling, T.W.; Williams, T.H.; Castro, G.; de la Vega, P.R.; Barengo, N.C.",The association between social determinants of health and self-reported diabetic retinopathy: An exploratory analysis,International Journal of Environmental Research and Public Health,18,2,1,12
"Shelton, R.C.; McNeill, L.H.; Puleo, E.; Wolin, K.Y.; Emmons, K.M.; Bennett, G.G.",The association between social factors and physical activity among low-income adults living in public housing,American Journal of Public Health,101,11,2102,2110
"Jilcott Pitts, S.B.; Wade, S.; McGuirt, J.T.; Wu, Q.; Lazorick, S.; Moore, J.B.",The association between the food environment and weight status among eastern North Carolina youth,Public Health Nutrition,14,9,1610,1617
"Donovan, G.H.; Prestemon, J.P.; Gatziolis, D.; Michael, Y.L.; Kaminski, A.R.; Dadvand, P.",The association between tree planting and mortality: A natural experiment and cost-benefit analysis,Environment International,170,,,
"Nijhawan, A.E.; DeLong, A.K.; Celentano, D.D.; Klein, R.S.; Sobel, J.D.; Jamieson, D.J.; Cu-Uvin, S.",The association between trichomonas infection and incarceration in HIV-seropositive and at-risk HIV-seronegative women,Sexually Transmitted Diseases,38,12,1094,1100
"Berrigan, D.; Troiano, R.P.",The association between urban form and physical activity in U.S. adults,American Journal of Preventive Medicine,23,2 SUPPL. 1,74,79
"Patterson, B.W.; Pang, P.S.; AlKhawam, L.; Hamedani, A.G.; Mendonça, E.A.; Zhao, Y.-Q.; Venkatesh, A.K.",The association between use of brain CT for atraumatic headache and 30-day emergency department revisitation,American Journal of Roentgenology,207,6,W117,W124
"Ryan, L.M.; Teach, S.J.; Searcy, K.; Singer, S.A.; Wood, R.; Wright, J.L.; Hunting, K.L.; Chamberlain, J.M.",The Association between Weight Status and Pediatric Forearm Fractures Resulting from Ground-Level Falls,Pediatric Emergency Care,31,12,835,838
"Sauder, M.; Wolff, T.; LaRiccia, A.; Spalding, M.; Pandya, U.",The association of ABO blood groups and trauma outcomes: A retrospective analysis of 3779 patients,International Journal of Critical Illness and Injury Science,11,2,73,78
"Ku, L.C.; Sonenstein, F.L.; Pleck, J.H.",The association of AIDS education and sex education with sexual behavior and condom use among teenage men,Family Planning Perspectives,24,3,100,106
"Quandt, Z.; Flom, J.D.; Tehranifar, P.; Reynolds, D.; Terry, M.B.; McDonald, J.A.",The association of alcohol consumption with mammographic density in a multiethnic urban population,BMC Cancer,15,1,,
"Carlson, L.C.; Zachrison, K.S.; Yun, B.J.; Ciccolo, G.; White, B.A.; Camargo, C.A.; Samuels-Kalow, M.E.","The association of demographic, socioeconomic, and geographic factors with potentially preventable emergency department utilization",Western Journal of Emergency Medicine,22,6,1283,1290
"Kale, M.S.; Federman, A.D.; Krauskopf, K.; Wolf, M.; O'Conor, R.; Martynenko, M.; Leventhal, H.; Wisnivesky, J.P.",The association of health literacy with illness and medication beliefs among patients with chronic obstructive pulmonary disease,PLOS ONE,10,4,,
"Balakrishnan, M.P.; Herndon, J.B.; Zhang, J.; Payton, T.; Shuster, J.; Carden, D.L.",The Association of Health Literacy With Preventable Emergency Department Visits: A Cross-sectional Study,Academic Emergency Medicine,24,9,1042,1050
"French, A.L.; Adeyemi, O.M.; Agniel, D.M.; Evans, C.T.; Yin, M.T.; Anastos, K.; Cohen, M.H.",The association of HIV status with bacterial vaginosis and vitamin D in the United States,Journal of Women's Health,20,10,1497,1503
"Rosko, M.D.; Mutter, R.L.",The association of hospital cost-inefficiency with certificate-of-need regulation,Medical Care Research and Review,71,3,280,298
"Kruger, D.J.; de Loney, E.H.",The association of incarceration with community health and racial health disparities.,"Progress in Community Health Partnerships: Research, Education, and Action",3,2,113,121
"Razani, N.; Hills, N.K.; Thompson, D.; Rutherford, G.W.","The association of knowledge, attitudes and access with park use before and after a park-prescription intervention for low-income families in the U.S.",International Journal of Environmental Research and Public Health,17,3,,
"Gibbons, J.; Barton, M.S.",The Association of Minority Self-Rated Health with Black versus White Gentrification,Journal of Urban Health,93,6,909,922
"Gorey, K.M.; Vena, J.E.",The association of near poverty status with cancer incidence among black and white adults,Journal of Community Health,20,4,359,366
"Obi, C.; Frost, A.E.; Graviss, E.A.; Nguyen, D.T.; Gaber, A.O.; Suki, W.N.",The Association of Pretransplant Pulmonary Hypertension With Patient and Graft Survival After Kidney Transplantation: A Retrospective Cohort Study,Transplantation Proceedings,52,10,3023,3032
"Tuhrim, S.; Cooperman, A.; Rojas, M.; Brust, J.C.M.; Koppel, B.; Martin, K.; Chassin, M.",The Association of Race and Sex with the Underuse of Stroke Prevention Measures,Journal of Stroke and Cerebrovascular Diseases,17,4,226,234
"Mikuls, T.R.; Mudano, A.S.; Pulley, L.; Saag, K.G.",The association of race/ethnicity with the receipt of traditional and alternative arthritis-specific health care,Medical Care,41,11,1233,1239
"Sisselman-Borgia, A.; Budescu, M.; Torino, G.",The Association of Racial and Homelessness Microaggressions and Physical and Mental Health in a Sample of Homeless Youth,Urban Social Work,2,2,139,158
"Kent, S.T.; Howard, G.; Crosson, W.L.; Prineas, R.J.; Mcclure, L.A.","The association of remotely-sensed outdoor temperature with blood pressure levels in REGARDS: A cross-sectional study of a large, national cohort of African-American and white participants",Environmental Health: A Global Access Science Source,10,1,,
"Kelly, C.M.; Schootman, M.; Baker, E.A.; Barnidge, E.K.; Lemes, A.",The association of sidewalk walkability and physical disorder with area-level race and poverty,Journal of Epidemiology and Community Health,61,11,978,983
"Kanwar, K.; Ramachandran, R.; Stein, J.D.; Andrews, C.A.; Chaudhury, A.S.; Ige, M.; Zhou, X.; Marwah, S.; Li, Y.; Evans, C.T.; Kho, A.N.; Bryar, P.J.; French, D.D.",The Association of Social Determinants of Health on Monitoring for Disease Progression Among Patients With Primary Open-Angle Glaucoma,Translational Vision Science and Technology,14,3,,
"Kaculini, C.; Sy, C.; Lacci, J.V.; Azari Jafari, A.A.; Mirmoeeni, S.; Seifi, A.",The association of Takotsubo cardiomyopathy and aneurysmal subarachnoid hemorrhage: A U.S. nationwide analysis,Clinical Neurology and Neurosurgery,215,,,
"Siahpush, M.; Jones, P.R.; Singh, G.K.; Timsina, L.R.; Martin, J.","The association of tobacco marketing with median income and racial/ethnic characteristics of neighbourhoods in Omaha, Nebraska",Tobacco Control,19,3,256,258
"Melikam, E.S.; Simmons, V.; Masoomkhah, E.; Franco, R.; Cartmell, K.B.; Mayo, R.; Gimbel, R.; Okon, M.; Zhang, L.",The association of urbanicity and travel time with lung cancer screening utilization,Cancer Epidemiology,85,,,
"Chancy, D.F.; Witherspoon, D.P.; Wei, W.; Glover, B.; Hughes, D.L.; Way, N.","The Associations between Contextual and Cultural Stressors, Internalizing Symptoms, and Social Support",Journal of Research on Adolescence,32,2,650,665
"Uzochukwu, Kelechi","The associations between neighborhood constructs, physical activity, and childhood obesity: Understanding race and income disparities",JOURNAL OF URBAN AFFAIRS,39,3,421,435
"Yan, G.; Cheung, A.K.; Ma, J.Z.; Yu, A.J.; Greene, T.; Oliver, M.N.; Yu, W.; Norris, K.C.",The associations between race and geographic area and quality-of-care indicators in patients approaching ESRD,Clinical Journal of the American Society of Nephrology,8,4,610,618
"Cooper, L.A.; Roter, D.L.; Carson, K.A.; Beach, M.C.; Sabin, J.A.; Greenwald, A.G.; Inui, T.S.",The associations of clinicians' implicit attitudes about race with medical visit communication and patient ratings of interpersonal care,American Journal of Public Health,102,5,979,987
"Patino, C.M.; Okelo, S.O.; Rand, C.S.; Riekert, K.A.; Krishnan, J.A.; Thompson, K.; Quartey, R.I.; Perez-Williams, D.; Bilderback, A.; Merriman, B.; Paulin, L.; Hansel, N.; Diette, G.B.",The Asthma Control and Communication Instrument: A clinical tool developed for ethnically diverse populations,Journal of Allergy and Clinical Immunology,122,5,936,e6
"Marschall, M.; Shah, R.P.",The attitudinal effects of minority incorporation: Examining the racial dimensions of trust in urban America,Urban Affairs Review,42,5,629,658
"Powell, L.M.; Chaloupka, F.J.; Bao, Y.",The Availability of Fast-Food and Full-Service Restaurants in the United States. Associations with Neighborhood Characteristics,American Journal of Preventive Medicine,33,4 SUPPL.,S240,S245
"Miller, Kelley Marie McCann",The Avoidance of Race: White Teachers' Racial Identities in Alternative Teacher Education Programs and Urban Under-Resourced Schools,Dissertations & Theses,,,,
"Guevarra, Anna Romina",The Balikbayan researcher - Negotiating vulnerability in fieldwork with Filipino' labor brokers,JOURNAL OF CONTEMPORARY ETHNOGRAPHY,35,5,526,551
"Taylor, Keeanga-Yamahtta",The Banality of Segregation: Why Hirsch Still Helps Us Understand Our Racial Geography,JOURNAL OF URBAN HISTORY,46,3,490,493
"Farley, Reynolds",The Bankruptcy of Detroit: What Role did Race Play?,CITY & COMMUNITY,14,2,118,137
"Berlet, A.C.; Talenti, D.P.; Carroll, S.F.",The baseball bat: A popular mechanism of urban injury,Journal of Trauma,33,2,167,170
"Foucault-Welles, B.F.; Jackson, S.J.",The battle for #Baltimore: Networked counterpublics and the contested framing of urban unrest,International Journal of Communication,13,,1699,1719
"Lombardo, T.J.","The battle of whitman park: Race, class, and public housing in Philadelphia, 1956-1983",Journal of Social History,47,2,401,428
"Giloi, E.",The beauty of blight: Creating insiders and outsiders through aesthetic invectives in 1960s newark,Saeculum,70,1,117,146
"Pearlman, L.",The Bicentennial and the Battle over DC’s Downtown Redevelopment during the 1970s,Journal of Planning History,19,4,207,227
"Benbow, N.; Wang, Y.; Whitman, S.","The Big Cities Health Inventory, 1998",Journal of Community Health,23,6,471,489
"Conroy, W.",The biopolitical commons: A revised theory of urban land in the age of biopolitical production,Planning Theory,18,4,470,491
"Oliver-Didier, Oscar",The Biopolitics of Thirdspace: Urban Segregation and Resistance in Puerto Rico's Luis Llorens Torres Public Housing Project,HOUSING THEORY & SOCIETY,33,1,1,22
"Grubb, H.J.",The Bi-Polar Prepubescent Adolescent: A Literature Review and Clinical Case Study of an Eleven-Year-Old Black Female,Journal of Black Psychology,15,2,129,147
"Larson, J.","The Black Built Environment of Benevolence in New York’s Tenderloin District: Comparative Architectural Approaches to Race, Reform, and Discipline, 1865–1911",Building and Landscapes,31,1,54,74
"McAdoo, Daryl Spencer, Jr.",The Black Elephant in the Room: A Case Study Analysis of the Role of Race in Charter School Board Member Experience,Dissertations & Theses,,,,
"Esposito, J.; Foster, P.E.",The Black female principal in reel/real life: An intersectional examination of Ava Coleman on Abbott Elementary,"Review of Education, Pedagogy, and Cultural Studies",,,,
"Petersen, Eric","The Black Metropolis in the Twenty-First Century: Race, Power, and Politics of Place.",URBAN GEOGRAPHY,31,3,422,424
"Bauman, R.",The Black Power and Chicano movements in the poverty wars in Los Angeles,Journal of Urban History,33,2,277,295
"Brown, A.",The black skyscraper,American Literature,85,3,531,561
"Rogers, R.",The Black Suburban Sort: Is Suburbanization Diversifying Blacks’ Racial Attitudes?,RSF,10,4,120,152
"Yellow Horse, A.J.; Yang, T.-C.; Wang, W.-L.",The Black-White Disparity in Sexually Transmitted Diseases during Pregnancy: How Do Racial Segregation and Income Inequality Matter?,Sexually Transmitted Diseases,45,5,301,306
"Ezell, J.M.; Griswold, D.; Chase, E.C.; Carver, E.","The blueprint of disaster: COVID-19, the Flint water crisis, and unequal ecological impacts",The Lancet Planetary Health,5,5,e309,e315
"Domi, M.; Leitson, M.; Gifford, D.; Nicolaou, A.; Sreenivas, K.; Bishnoi, C.",The BNT162b2 vaccine is associated with lower new COVID-19 cases in nursing home residents and staff,Journal of the American Geriatrics Society,69,8,2079,2089
"Cavin, Aaron I.",The Borders of Citizenship: The Politics of Race and Metropolitan Space in Silicon Valley,Dissertations & Theses,,,,
"Madden, JF","The Boston renaissance: Race, space, and economic change in an American metropolis",URBAN STUDIES,39,1,163,167
"DELANEY, D",THE BOUNDARIES OF RESPONSIBILITY - INTERPRETATIONS OF GEOGRAPHY IN SCHOOL-DESEGREGATION CASES,URBAN GEOGRAPHY,15,5,470,486
